,ID_CLIENT,AGE,GENDER,EDUCATION,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,TARGET,AGREEMENT_RK,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
2334,106816988,29,1,Среднее,0,1,0,0,9000.0,0.0,67542085.0,1.0,0.0
2335,106818163,47,1,Среднее,1,0,0,0,18000.0,0.0,74476345.0,3.0,2.0
2336,106814068,52,1,Высшее,1,0,2,0,10000.0,0.0,66412065.0,2.0,2.0
2337,106807896,25,0,Среднее специальное,1,0,0,0,24000.0,0.0,61538623.0,1.0,0.0
2338,106814405,59,1,Среднее,1,0,1,1,5100.0,0.0,66661187.0,2.0,2.0
2339,106815322,27,0,Среднее,1,0,1,1,20000.0,0.0,66912470.0,3.0,2.0
2340,106817793,36,1,Среднее,1,0,2,2,6000.0,0.0,74034469.0,2.0,1.0
2341,106817031,50,1,Среднее специальное,1,0,0,0,11000.0,0.0,67547553.0,1.0,0.0
2342,106814546,29,1,Среднее специальное,1,0,0,0,15000.0,0.0,66710150.0,2.0,2.0
2343,106808255,45,0,Среднее специальное,1,0,0,0,25000.0,0.0,61931040.0,1.0,1.0
2344,106817279,46,1,Среднее специальное,1,0,3,0,8000.0,1.0,72293897.0,1.0,0.0
2345,106808795,54,1,Среднее,1,0,0,0,8000.0,0.0,62081548.0,1.0,0.0
2346,106809552,43,0,Среднее специальное,1,0,1,0,30000.0,0.0,62377635.0,1.0,0.0
2347,106817615,34,0,Среднее специальное,1,0,3,3,12000.0,0.0,73848343.0,1.0,0.0
2348,106806189,30,1,Высшее,1,0,2,2,20000.0,0.0,61116632.0,1.0,1.0
2349,106805337,24,0,Среднее специальное,1,0,0,0,15000.0,0.0,60380667.0,1.0,0.0
2350,106805847,48,1,Среднее специальное,0,1,1,1,6000.0,0.0,61046387.0,1.0,1.0
2351,106819701,33,1,Высшее,1,0,1,1,,,,0.0,0.0
2352,106817896,60,1,Неполное среднее,0,1,0,0,5100.0,0.0,74176067.0,2.0,2.0
2353,106806215,29,1,Высшее,1,0,1,1,15000.0,0.0,61119490.0,1.0,1.0
2354,106809220,54,0,Среднее,1,0,0,0,10000.0,0.0,62233197.0,1.0,0.0
2355,106807487,47,1,Среднее,1,0,2,0,7200.0,0.0,61440048.0,2.0,2.0
2356,106815782,51,0,Среднее,1,0,2,1,10000.0,0.0,67087322.0,3.0,2.0
2357,106819779,56,1,Среднее специальное,1,1,1,0,,,,0.0,0.0
2358,106811024,63,1,Неполное среднее,1,0,1,0,14000.0,0.0,63332465.0,1.0,0.0
2359,106817385,46,0,Среднее специальное,1,0,2,1,20000.0,0.0,73821355.0,1.0,1.0
2360,106818825,30,0,Среднее специальное,1,0,0,0,23000.0,1.0,74836291.0,2.0,2.0
2361,106807183,62,1,Среднее специальное,1,1,1,0,11000.0,0.0,61370095.0,1.0,0.0
2362,106806791,54,1,Неоконченное высшее,1,0,0,0,9000.0,0.0,61254971.0,1.0,0.0
2363,106811436,41,1,Среднее,1,0,0,0,5000.0,0.0,63908723.0,1.0,0.0
2364,106819534,52,1,Среднее специальное,0,1,2,0,9000.0,0.0,75283863.0,1.0,0.0
2365,106813168,50,1,Среднее,1,1,3,1,11700.0,0.0,65230430.0,1.0,0.0
2366,106813875,24,1,Среднее специальное,1,0,1,1,9000.0,0.0,66199218.0,1.0,0.0
2367,106812610,33,1,Среднее специальное,1,0,2,2,10000.0,0.0,64600712.0,1.0,1.0
2368,106805748,40,0,Среднее специальное,1,0,1,1,20000.0,1.0,60471402.0,1.0,1.0
2369,106817166,66,1,Высшее,1,1,0,0,33000.0,0.0,72280003.0,1.0,0.0
2370,106810379,30,0,Среднее специальное,1,0,1,1,13000.0,0.0,62787228.0,1.0,0.0
2371,106805747,39,0,Среднее специальное,1,0,2,2,6500.0,0.0,60470480.0,1.0,1.0
2372,106814704,32,1,Среднее,1,0,2,2,4500.0,0.0,66753366.0,2.0,2.0
2373,106808801,29,0,Среднее специальное,1,0,0,0,15000.0,1.0,62082077.0,1.0,0.0
2374,106816488,43,0,Среднее,1,0,3,2,20000.0,0.0,67319157.0,2.0,1.0
2375,106814442,30,0,Среднее,1,0,1,1,8000.0,1.0,66667819.0,4.0,4.0
2376,106819918,44,1,Высшее,1,0,1,0,,,,0.0,0.0
2377,106805397,54,0,Высшее,1,0,2,0,8000.0,0.0,60387646.0,1.0,0.0
2378,106819764,31,1,Высшее,1,0,1,1,,,,0.0,0.0
2379,106814209,25,0,Высшее,1,0,0,0,17000.0,0.0,66527909.0,4.0,4.0
2380,106808592,24,0,Высшее,1,0,0,0,20000.0,0.0,62021431.0,1.0,0.0
2381,106820351,24,1,Среднее специальное,1,0,0,0,,,,0.0,0.0
2382,106817457,35,1,Высшее,1,0,2,2,15000.0,1.0,73830281.0,1.0,0.0
2383,106808413,22,0,Среднее,1,0,0,0,40000.0,0.0,61961167.0,1.0,0.0
2384,106816437,32,0,Неоконченное высшее,1,0,2,2,45000.0,0.0,67311505.0,1.0,0.0
2385,106815442,26,1,Высшее,1,0,0,0,12000.0,0.0,66927851.0,1.0,0.0
2386,106810037,39,0,Среднее специальное,1,0,1,1,35000.0,1.0,62510773.0,2.0,1.0
2387,106817401,27,0,Высшее,1,0,1,1,9000.0,1.0,73824166.0,2.0,1.0
2388,106806702,46,1,Среднее специальное,1,0,1,1,7000.0,0.0,61244386.0,1.0,0.0
2389,106815849,38,0,Среднее,1,0,1,1,20000.0,0.0,67139431.0,2.0,2.0
2390,106812869,27,1,Среднее,1,0,1,1,9000.0,0.0,64894084.0,1.0,0.0
2391,106811874,52,0,Среднее,1,0,0,0,22000.0,0.0,64351487.0,1.0,0.0
2392,106815353,62,1,Неполное среднее,0,1,0,0,12000.0,0.0,66917085.0,2.0,1.0
2393,106816803,34,0,Среднее специальное,1,0,2,3,10000.0,0.0,67431099.0,1.0,0.0
2394,106807230,26,0,Среднее специальное,1,0,0,0,8000.0,0.0,61375081.0,1.0,0.0
2395,106812274,27,1,Высшее,1,0,0,0,7000.0,1.0,64460143.0,1.0,0.0
2396,106808932,24,0,Среднее специальное,1,0,0,0,9000.0,0.0,62131402.0,1.0,0.0
2397,106808944,32,1,Высшее,1,0,1,1,23000.0,0.0,62132968.0,1.0,0.0
2398,106817673,36,0,Среднее,1,0,2,2,7000.0,0.0,74014256.0,3.0,2.0
2399,106807318,29,1,Высшее,1,0,1,1,13000.0,0.0,61413528.0,1.0,0.0
2400,106816969,42,0,Среднее специальное,1,0,1,1,20000.0,1.0,67540013.0,1.0,0.0
2401,106813279,38,0,Среднее специальное,1,0,2,2,25000.0,0.0,65383426.0,1.0,1.0
2402,106807398,49,1,Высшее,1,0,3,0,9800.0,0.0,61424584.0,2.0,0.0
2403,106809245,27,0,Среднее специальное,1,0,2,2,12000.0,0.0,62235637.0,1.0,0.0
2404,106816149,43,1,Среднее специальное,1,0,0,0,9000.0,0.0,67202086.0,1.0,0.0
2405,106810843,45,1,Среднее специальное,1,0,2,0,12000.0,0.0,63097871.0,1.0,0.0
2406,106816838,50,1,Среднее,1,0,2,0,8000.0,0.0,67436021.0,2.0,1.0
2407,106806663,53,1,Среднее,1,0,0,0,7500.0,0.0,61239877.0,1.0,0.0
2408,106807623,38,1,Среднее специальное,1,0,0,0,6000.0,0.0,61461386.0,1.0,0.0
2409,106805868,55,1,Среднее,1,1,3,0,13000.0,0.0,61051130.0,1.0,1.0
2410,106812046,33,1,Высшее,1,0,1,1,15000.0,0.0,64421729.0,1.0,0.0
2411,106819268,43,1,Среднее,1,0,3,2,4300.0,0.0,75025138.0,4.0,4.0
2412,106820016,52,1,Среднее специальное,1,0,4,0,,,,0.0,0.0
2413,106813585,26,1,Высшее,1,0,0,0,9000.0,0.0,65502196.0,1.0,1.0
2414,106805473,28,1,Неоконченное высшее,1,0,0,0,8000.0,0.0,60400297.0,1.0,0.0
2415,106805323,56,1,Среднее специальное,0,1,3,1,7000.0,0.0,60379554.0,1.0,0.0
2416,106814097,32,0,Неоконченное высшее,1,0,1,1,15000.0,0.0,66416852.0,3.0,3.0
2417,106810025,27,1,Среднее специальное,1,0,0,0,30000.0,1.0,62509091.0,1.0,1.0
2418,106815934,43,1,Высшее,1,0,1,1,28000.0,0.0,67150869.0,4.0,4.0
2419,106806545,44,1,Высшее,1,0,1,0,15000.0,0.0,61225980.0,1.0,0.0
2420,106807019,55,1,Среднее специальное,1,0,1,0,10000.0,0.0,61314692.0,1.0,0.0
2421,106808526,30,1,Среднее специальное,1,0,0,0,8000.0,0.0,61976734.0,1.0,0.0
2422,106810150,33,1,Высшее,1,0,1,1,12000.0,0.0,62602832.0,1.0,0.0
2423,106820266,26,1,Высшее,1,0,0,0,,,,0.0,0.0
2424,106813664,26,1,Среднее специальное,1,0,1,1,25000.0,0.0,66081325.0,1.0,1.0
2425,106811490,27,1,Среднее специальное,1,0,2,2,15000.0,0.0,63915941.0,1.0,0.0
2426,106814530,30,1,Неполное среднее,1,0,1,1,5000.0,0.0,66705847.0,4.0,4.0
2427,106813916,38,0,Среднее,0,1,1,1,6000.0,0.0,66316667.0,3.0,3.0
2428,106810664,26,0,Высшее,1,0,0,0,21000.0,1.0,62996824.0,1.0,0.0
2429,106807370,54,1,Среднее специальное,1,0,0,0,10000.0,0.0,61420130.0,1.0,0.0
2430,106815590,41,1,Среднее,1,0,2,2,10000.0,0.0,67018882.0,3.0,2.0
2431,106805738,56,1,Среднее специальное,0,1,2,0,6500.0,0.0,60469367.0,1.0,1.0
2432,106814569,51,1,Среднее,1,0,0,0,8500.0,0.0,66714923.0,4.0,4.0
2433,106813554,26,1,Высшее,1,0,0,0,10000.0,0.0,65497215.0,1.0,1.0
2434,106814295,44,1,Высшее,1,0,1,1,7000.0,0.0,66584585.0,4.0,4.0
2435,106814242,63,0,Среднее,1,1,0,0,7500.0,0.0,66532571.0,2.0,2.0
2436,106815412,30,0,Среднее,1,0,0,0,6000.0,0.0,66923158.0,2.0,2.0
2437,106814181,40,1,Среднее,1,0,2,2,8000.0,0.0,66522491.0,3.0,3.0
2438,106808308,30,1,Среднее специальное,1,0,1,1,9800.0,0.0,61937487.0,1.0,1.0
2439,106815310,26,1,Неоконченное высшее,1,0,0,0,11000.0,0.0,66910465.0,1.0,1.0
2440,106805969,27,1,Среднее специальное,1,0,2,2,8000.0,0.0,61074718.0,1.0,1.0
2441,106808844,53,1,Среднее,1,0,2,0,20000.0,0.0,62088745.0,1.0,0.0
2442,106817967,61,1,Среднее,0,1,0,0,4000.0,0.0,74189007.0,2.0,2.0
2443,106805658,60,1,Высшее,1,1,1,0,14000.0,0.0,60460453.0,1.0,0.0
2444,106806394,40,1,Среднее специальное,1,0,1,1,12000.0,0.0,61148185.0,1.0,0.0
2445,106820301,31,1,Высшее,1,0,0,0,,,,0.0,0.0
2446,106810273,54,1,Среднее,0,1,0,0,7500.0,0.0,62617504.0,1.0,0.0
2447,106809181,43,0,Среднее,1,0,0,0,11000.0,0.0,62184050.0,1.0,0.0
2448,106817954,61,1,Высшее,0,1,1,0,4000.0,0.0,74187717.0,2.0,2.0
2449,106807338,26,0,Среднее специальное,1,0,1,1,8800.0,0.0,61415634.0,1.0,1.0
2450,106815990,25,0,Среднее,1,0,1,1,15000.0,0.0,67158550.0,2.0,2.0
2451,106806569,41,1,Высшее,1,0,0,0,9500.0,0.0,61229412.0,1.0,0.0
2452,106812417,30,1,Высшее,1,0,2,2,10000.0,0.0,64556046.0,1.0,0.0
2453,106804452,43,1,Высшее,1,0,1,1,15000.0,0.0,59920871.0,2.0,2.0
2454,106808262,28,1,Высшее,1,0,1,1,15000.0,0.0,61932120.0,2.0,1.0
2455,106817480,42,1,Высшее,0,1,1,0,10000.0,0.0,73833192.0,1.0,0.0
2456,106820188,41,1,Среднее,1,0,3,3,,,,0.0,0.0
2457,106819296,41,0,Среднее специальное,1,0,2,2,15000.0,0.0,75028680.0,1.0,1.0
2458,106814198,26,0,Неоконченное высшее,1,0,0,0,15000.0,0.0,66525755.0,2.0,2.0
2459,106819189,38,1,Среднее специальное,1,0,2,2,21000.0,0.0,75004989.0,2.0,1.0
2460,106809359,38,1,Высшее,1,0,1,1,23000.0,0.0,62251140.0,2.0,1.0
2461,106819235,57,1,Среднее,1,0,0,0,13000.0,0.0,75020214.0,3.0,2.0
2462,106804504,41,1,Среднее специальное,1,0,2,2,5000.0,0.0,59926549.0,1.0,1.0
2463,106815094,43,0,Среднее специальное,1,0,2,2,15000.0,0.0,66853065.0,2.0,2.0
2464,106809311,22,0,Неоконченное высшее,1,0,0,0,7000.0,0.0,62245146.0,1.0,0.0
2465,106807307,39,1,Неоконченное высшее,1,0,2,0,9500.0,0.0,61384153.0,1.0,0.0
2466,106815499,56,1,Среднее специальное,1,0,1,1,14500.0,0.0,66972600.0,3.0,2.0
2467,106813351,23,1,Среднее специальное,1,0,0,0,4300.0,0.0,65405359.0,1.0,1.0
2468,106812744,50,1,Среднее специальное,0,1,0,0,8000.0,0.0,64840420.0,1.0,0.0
2469,106806772,30,1,Среднее специальное,1,0,1,1,6000.0,0.0,61252073.0,1.0,1.0
2470,106805385,39,1,Среднее специальное,1,0,0,0,9500.0,0.0,60385747.0,1.0,0.0
2471,106810233,36,1,Высшее,1,0,1,1,14000.0,0.0,62612081.0,1.0,0.0
2472,106818276,35,1,Высшее,1,0,2,2,12000.0,1.0,74490360.0,2.0,2.0
2473,106805705,33,1,Среднее специальное,1,0,2,2,8000.0,0.0,60465850.0,1.0,1.0
2474,106805633,34,0,Среднее,1,0,1,1,10000.0,0.0,60458056.0,1.0,0.0
2475,106808228,49,1,Среднее специальное,1,0,0,0,7000.0,0.0,61925981.0,1.0,1.0
2476,106813582,32,1,Среднее специальное,1,0,1,1,10000.0,0.0,65502032.0,1.0,1.0
2477,106811686,24,0,Среднее специальное,1,0,1,1,7000.0,0.0,64000262.0,1.0,1.0
2478,106810705,46,1,Среднее специальное,1,0,1,0,11000.0,0.0,63002571.0,1.0,0.0
2479,106808817,53,1,Среднее специальное,1,0,2,0,11000.0,0.0,62084723.0,1.0,0.0
2480,106813792,44,1,Неполное среднее,1,0,2,1,9300.0,0.0,66191975.0,1.0,0.0
2481,106813263,40,1,Среднее,1,0,1,1,12000.0,1.0,65282973.0,1.0,0.0
2482,106804958,29,1,Среднее специальное,1,0,0,0,8000.0,0.0,60060941.0,1.0,0.0
2483,106815558,49,0,Среднее,1,0,2,2,30000.0,0.0,67010146.0,4.0,3.0
2484,106816167,24,1,Среднее,1,0,1,1,14000.0,1.0,67205046.0,1.0,0.0
2485,106816705,51,1,Среднее специальное,1,0,2,0,9000.0,0.0,67420096.0,1.0,0.0
2486,106812876,23,0,Среднее специальное,1,0,0,0,8500.0,0.0,64894506.0,1.0,0.0
2487,106806675,39,1,Среднее специальное,1,0,0,0,15000.0,1.0,61241148.0,1.0,0.0
2488,106818315,59,1,Среднее,1,1,0,0,18000.0,0.0,74524687.0,3.0,3.0
2489,106808491,24,0,Неоконченное высшее,1,0,0,0,10000.0,0.0,61970700.0,1.0,0.0
2490,106817355,37,0,Среднее специальное,1,0,1,1,15000.0,1.0,73816079.0,1.0,0.0
2491,106813596,22,1,Неоконченное высшее,1,0,0,0,4000.0,0.0,65569597.0,1.0,1.0
2492,106807376,58,1,Среднее специальное,1,1,5,0,6900.0,0.0,61420750.0,1.0,0.0
2493,106813432,23,1,Высшее,1,0,1,1,10000.0,0.0,65419227.0,1.0,1.0
2494,106806381,46,1,Высшее,1,0,1,1,15000.0,0.0,61146885.0,1.0,0.0
2495,106812672,35,0,Среднее специальное,1,0,2,2,6000.0,0.0,64828906.0,1.0,0.0
2496,106818891,51,1,Среднее специальное,1,0,0,0,14000.0,0.0,74845001.0,1.0,0.0
2497,106806264,33,0,Среднее,1,0,0,0,13000.0,0.0,61124101.0,1.0,1.0
2498,106815314,58,1,Среднее специальное,1,1,2,0,15000.0,0.0,66911474.0,2.0,2.0
2499,106807515,59,1,Среднее,0,1,0,0,5500.0,0.0,61445138.0,2.0,1.0
2500,106817631,41,1,Среднее,1,0,0,0,11000.0,0.0,73850136.0,1.0,0.0
2501,106816096,34,1,Среднее,1,0,2,2,10000.0,0.0,67171536.0,2.0,2.0
2502,106816136,43,1,Среднее,1,0,2,1,8000.0,0.0,67175778.0,2.0,1.0
2503,106807972,39,1,Среднее специальное,1,0,2,2,12000.0,0.0,61840276.0,1.0,0.0
2504,106816028,42,1,Высшее,1,0,2,2,15000.0,0.0,67163499.0,2.0,2.0
2505,106807686,44,1,Высшее,1,0,2,1,15000.0,0.0,61470751.0,1.0,0.0
2506,106814937,31,0,Среднее,1,0,1,1,12000.0,0.0,66827989.0,4.0,3.0
2507,106813705,22,1,Неоконченное высшее,1,0,0,0,12000.0,0.0,66087101.0,1.0,1.0
2508,106814617,50,1,Среднее,1,0,0,0,18000.0,0.0,66743333.0,2.0,2.0
2509,106814388,48,1,Среднее,1,0,1,1,9000.0,1.0,66657973.0,2.0,2.0
2510,106815092,60,1,Неполное среднее,1,1,0,0,10000.0,0.0,66852478.0,2.0,2.0
2511,106811108,38,1,Среднее специальное,1,0,1,1,20000.0,0.0,63593662.0,1.0,0.0
2512,106810590,63,1,Среднее специальное,0,1,2,0,6500.0,0.0,62987403.0,1.0,0.0
2513,106809057,28,1,Среднее специальное,1,0,1,1,7000.0,0.0,62145989.0,1.0,0.0
2514,106819895,35,0,Высшее,1,0,0,0,,,,0.0,0.0
2515,106819275,28,0,Среднее,1,0,1,1,30000.0,0.0,75025561.0,1.0,1.0
2516,106817450,38,1,Среднее,1,0,2,2,7000.0,0.0,73829761.0,1.0,1.0
2517,106814060,23,1,Среднее специальное,1,0,1,1,16000.0,0.0,66410799.0,1.0,1.0
2518,106808850,25,0,Среднее специальное,1,0,1,1,15000.0,0.0,62089227.0,1.0,0.0
2519,106817366,35,0,Среднее специальное,1,0,0,0,15000.0,0.0,73817571.0,1.0,0.0
2520,106811796,28,0,Среднее,1,0,0,0,15000.0,0.0,64337976.0,1.0,0.0
2521,106818782,48,0,Высшее,1,0,3,0,15000.0,0.0,74828673.0,1.0,0.0
2522,106812867,52,0,Среднее,1,1,2,0,7000.0,1.0,64893863.0,1.0,0.0
2523,106816158,32,0,Среднее специальное,1,0,4,4,12000.0,1.0,67203125.0,3.0,2.0
2524,106810343,63,1,Среднее специальное,0,1,1,0,6000.0,1.0,62772459.0,1.0,1.0
2525,106819998,46,1,Высшее,1,0,1,0,,,,0.0,0.0
2526,106817733,52,1,Среднее специальное,1,1,1,1,7000.0,0.0,74022669.0,1.0,0.0
2527,106809335,38,1,Неполное среднее,1,0,1,1,8000.0,0.0,62248474.0,2.0,1.0
2528,106815024,53,1,Высшее,1,0,0,0,12000.0,0.0,66841262.0,3.0,3.0
2529,106814608,56,1,Высшее,0,1,0,0,8000.0,0.0,66741578.0,1.0,1.0
2530,106816786,36,0,Среднее,1,0,1,2,20000.0,0.0,67429138.0,2.0,1.0
2531,106811843,21,0,Неоконченное высшее,1,0,0,0,10000.0,0.0,64345856.0,1.0,0.0
2532,106813403,26,1,Среднее специальное,1,0,1,1,7000.0,0.0,65415921.0,2.0,2.0
2533,106810742,25,0,Среднее специальное,1,0,0,0,20000.0,1.0,63007733.0,1.0,0.0
2534,106817425,62,1,Высшее,1,1,1,0,15000.0,0.0,73827263.0,2.0,1.0
2535,106808981,49,0,Среднее,1,0,3,0,12000.0,0.0,62138865.0,1.0,0.0
2536,106805139,32,1,Среднее,1,0,1,1,10000.0,0.0,60104436.0,1.0,0.0
2537,106811536,23,1,Высшее,1,0,0,0,5000.0,0.0,63921331.0,1.0,0.0
2538,106814736,45,0,Среднее,1,0,4,1,25000.0,0.0,66756963.0,2.0,1.0
2539,106819796,29,1,Высшее,1,0,1,1,,,,0.0,0.0
2540,106807752,45,1,Среднее специальное,1,0,2,2,5000.0,0.0,61521365.0,1.0,0.0
2541,106809062,49,0,Высшее,1,0,0,0,48000.0,1.0,62146432.0,1.0,0.0
2542,106815234,44,0,Среднее специальное,1,0,0,0,40000.0,0.0,66900960.0,1.0,0.0
2543,106818520,33,1,Среднее,1,0,0,0,9000.0,0.0,74636740.0,3.0,2.0
2544,106809516,25,0,Среднее специальное,1,0,1,1,17000.0,0.0,62372095.0,1.0,0.0
2545,106808998,52,1,Среднее,0,1,0,0,8000.0,0.0,62140594.0,1.0,0.0
2546,106808429,36,1,Среднее специальное,1,0,1,1,10000.0,1.0,61962841.0,1.0,1.0
2547,106806101,34,1,Среднее специальное,1,0,1,1,9000.0,0.0,61107824.0,1.0,0.0
2548,106816540,28,0,Высшее,1,0,1,1,14000.0,0.0,67325974.0,1.0,0.0
2549,106817115,48,1,Среднее специальное,0,1,0,0,10000.0,0.0,72271890.0,1.0,0.0
2550,106808835,57,1,Высшее,1,0,0,0,25000.0,0.0,62086855.0,1.0,0.0
2551,106811512,46,1,Среднее специальное,1,0,1,0,20000.0,0.0,63918243.0,1.0,0.0
2552,106819518,30,1,Неоконченное высшее,1,0,2,2,8000.0,0.0,75281200.0,1.0,0.0
2553,106809228,48,1,Среднее специальное,1,0,2,0,11000.0,0.0,62234138.0,1.0,0.0
2554,106813236,29,1,Высшее,1,0,1,1,8000.0,0.0,65250948.0,1.0,1.0
2555,106819417,58,0,Среднее специальное,1,0,0,0,12000.0,0.0,75206449.0,1.0,1.0
2556,106809432,26,0,Среднее специальное,1,0,0,0,25000.0,0.0,62259755.0,1.0,0.0
2557,106805852,34,1,Среднее специальное,1,0,1,1,6000.0,0.0,61047444.0,1.0,1.0
2558,106817867,57,1,Среднее,0,1,1,0,7000.0,0.0,74168980.0,4.0,3.0
2559,106809705,37,0,Высшее,1,0,2,2,42500.0,1.0,62434804.0,1.0,0.0
2560,106808736,47,1,Среднее специальное,1,0,1,0,5000.0,0.0,62074461.0,1.0,0.0
2561,106818070,53,1,Среднее,1,0,1,1,8900.0,0.0,74460996.0,4.0,3.0
2562,106816643,24,1,Высшее,1,0,1,1,10000.0,0.0,67410383.0,1.0,0.0
2563,106819163,24,1,Высшее,1,0,0,0,15000.0,0.0,75000579.0,1.0,1.0
2564,106812566,65,0,Среднее специальное,0,1,0,0,5600.0,0.0,64593089.0,1.0,1.0
2565,106807096,53,0,Среднее специальное,1,0,2,0,250000.0,0.0,61358155.0,1.0,0.0
2566,106815692,51,1,Среднее специальное,0,1,2,0,8500.0,0.0,67072521.0,1.0,1.0
2567,106805171,50,1,Высшее,1,0,0,0,8100.0,0.0,60108601.0,1.0,0.0
2568,106816503,53,0,Среднее специальное,1,0,3,0,17000.0,0.0,67320839.0,1.0,0.0
2569,106819547,58,0,Неполное среднее,0,1,1,0,5000.0,0.0,75286543.0,2.0,1.0
2570,106819020,51,0,Среднее специальное,0,1,0,0,8600.0,0.0,74960630.0,1.0,1.0
2571,106813292,40,1,Среднее,1,0,2,2,20000.0,0.0,65390066.0,3.0,1.0
2572,106808451,52,0,Среднее,1,0,0,0,2000.0,0.0,61964706.0,1.0,0.0
2573,106806192,33,1,Среднее специальное,1,0,2,2,7000.0,0.0,61116750.0,1.0,1.0
2574,106815072,37,0,Среднее,1,0,3,3,20000.0,0.0,66849148.0,3.0,3.0
2575,106806293,44,1,Среднее специальное,1,0,1,0,4300.0,0.0,61128460.0,1.0,1.0
2576,106806236,40,1,Среднее специальное,1,0,2,2,5300.0,0.0,61121292.0,1.0,0.0
2577,106814509,52,1,Среднее,1,0,0,0,7000.0,0.0,66701664.0,2.0,2.0
2578,106819392,32,1,Среднее,1,0,1,1,8000.0,0.0,75200984.0,3.0,3.0
2579,106810209,55,0,Среднее специальное,1,0,2,0,15000.0,0.0,62609713.0,1.0,0.0
2580,106806495,42,0,Среднее специальное,1,0,3,2,12000.0,0.0,61162963.0,1.0,0.0
2581,106809284,53,1,Среднее,1,0,1,0,8000.0,0.0,62242215.0,2.0,1.0
2582,106819353,26,0,Среднее специальное,1,0,0,0,20000.0,0.0,75069483.0,1.0,1.0
2583,106809536,30,1,Среднее специальное,1,0,2,2,14000.0,1.0,62374564.0,1.0,0.0
2584,106811499,57,1,Среднее специальное,0,1,0,0,9500.0,0.0,63917011.0,1.0,0.0
2585,106813133,64,0,Среднее специальное,0,1,2,0,6000.0,0.0,65218266.0,1.0,0.0
2586,106810571,56,1,Среднее специальное,1,0,0,0,15000.0,0.0,62951718.0,1.0,1.0
2587,106819599,30,0,Среднее специальное,1,0,1,1,,,,0.0,0.0
2588,106820091,32,1,Среднее,1,0,2,2,,,,0.0,0.0
2589,106812432,37,1,Высшее,1,0,2,2,35000.0,0.0,64559281.0,1.0,0.0
2590,106816928,38,0,Среднее,1,0,1,1,24000.0,0.0,67531087.0,2.0,1.0
2591,106809645,55,1,Среднее,0,1,0,0,6000.0,0.0,62390657.0,1.0,0.0
2592,106816164,46,0,Среднее специальное,1,0,0,0,14000.0,0.0,67204349.0,1.0,1.0
2593,106810900,30,1,Среднее,1,0,2,2,18000.0,1.0,63289419.0,3.0,2.0
2594,106815665,33,0,Высшее,1,0,1,1,25000.0,0.0,67067651.0,2.0,2.0
2595,106814472,41,1,Неполное среднее,1,0,1,1,5000.0,0.0,66673949.0,2.0,2.0
2596,106818337,27,0,Среднее специальное,1,0,0,0,13000.0,0.0,74528705.0,2.0,2.0
2597,106807115,49,1,Среднее специальное,1,0,2,0,10000.0,0.0,61360760.0,1.0,0.0
2598,106805759,24,1,Высшее,1,0,0,0,12000.0,1.0,60472691.0,2.0,2.0
2599,106806788,31,1,Высшее,1,0,1,1,19000.0,1.0,61254195.0,1.0,0.0
2600,106812940,42,1,Среднее специальное,1,0,0,0,6500.0,1.0,64904719.0,1.0,0.0
2601,106817301,61,0,Среднее,0,1,2,0,9000.0,0.0,72296106.0,1.0,0.0
2602,106814570,48,1,Среднее,1,0,0,0,7000.0,0.0,66715063.0,1.0,1.0
2603,106809798,31,0,Среднее специальное,1,0,2,2,19000.0,0.0,62447506.0,1.0,1.0
2604,106818327,33,0,Высшее,1,0,1,1,30000.0,0.0,74527213.0,1.0,1.0
2605,106813386,25,1,Высшее,1,0,1,1,22000.0,0.0,65414132.0,1.0,1.0
2606,106814768,34,1,Среднее специальное,1,0,2,2,5000.0,0.0,66761026.0,1.0,1.0
2607,106810952,49,0,Неполное среднее,1,0,1,0,9800.0,0.0,63320064.0,1.0,0.0
2608,106819405,30,1,Среднее,1,0,1,1,5000.0,1.0,75202948.0,1.0,0.0
2609,106808191,52,1,Среднее специальное,1,0,0,0,6000.0,0.0,61922239.0,1.0,1.0
2610,106816291,52,1,Среднее,1,0,1,0,13000.0,0.0,67222424.0,3.0,2.0
2611,106819590,22,1,Среднее,1,0,1,1,6000.0,0.0,75291923.0,1.0,0.0
2612,106807321,59,1,Высшее,1,0,1,0,25000.0,0.0,61413597.0,1.0,0.0
2613,106811677,64,0,Среднее,0,1,0,0,8300.0,0.0,63998829.0,1.0,0.0
2614,106809844,48,1,Среднее специальное,1,0,2,0,9000.0,0.0,62486816.0,1.0,1.0
2615,106807386,59,1,Среднее,1,1,2,0,9000.0,0.0,61422914.0,3.0,2.0
2616,106820243,29,1,Среднее специальное,1,0,0,0,,,,0.0,0.0
2617,106809664,30,1,Высшее,1,0,0,0,27000.0,1.0,62428427.0,1.0,0.0
2618,106815109,37,1,Среднее,0,1,0,0,4000.0,0.0,66854986.0,3.0,3.0
2619,106817816,43,1,Среднее специальное,1,0,1,1,7000.0,0.0,74038082.0,1.0,0.0
2620,106814389,58,1,Среднее,1,1,0,0,6000.0,0.0,66657980.0,4.0,4.0
2621,106810991,32,1,Среднее специальное,1,0,2,0,10000.0,0.0,63326133.0,1.0,0.0
2622,106804639,27,0,Среднее,1,0,1,1,7000.0,0.0,59939725.0,1.0,1.0
